mode,n,time_ns,result
iter,701,3373,1404
iter,701,3051,1404
iter,701,3785,1404
iter,701,3479,1404
iter,701,3162,1404
iter,701,3178,1404
iter,701,3211,1404
iter,701,3187,1404
iter,701,3143,1404
iter,701,3146,1404
iter,701,3261,1404
iter,701,2903,1404
iter,701,3178,1404
iter,701,3331,1404
iter,701,3383,1404
iter,701,3084,1404
iter,701,3130,1404
iter,701,3450,1404
iter,701,3084,1404
iter,701,3036,1404
iter,701,3009,1404
iter,701,3075,1404
iter,701,3299,1404
iter,701,3557,1404
iter,701,3381,1404
iter,701,3177,1404
iter,701,3236,1404
iter,701,3146,1404
iter,701,2978,1404
iter,701,3246,1404
iter,701,3369,1404
iter,701,3241,1404
iter,701,3143,1404
iter,701,3118,1404
iter,701,3179,1404
iter,701,4845,1404
iter,701,3202,1404
iter,701,3457,1404
iter,701,3418,1404
iter,701,3012,1404
iter,701,3080,1404
iter,701,3022,1404
iter,701,3102,1404
iter,701,3116,1404
iter,701,3052,1404
iter,701,3463,1404
iter,701,3178,1404
iter,701,3071,1404
iter,701,3136,1404
iter,701,3186,1404
iter,701,3337,1404
iter,701,3252,1404
iter,701,2944,1404
iter,701,3033,1404
iter,701,3021,1404
iter,701,3030,1404
iter,701,2932,1404
iter,701,2973,1404
iter,701,2863,1404
iter,701,3518,1404
iter,701,3078,1404
iter,701,3062,1404
iter,701,3190,1404
iter,701,3182,1404
iter,701,3267,1404
iter,701,3617,1404
iter,701,3406,1404
iter,701,2989,1404
iter,701,3157,1404
iter,701,3176,1404
iter,701,2997,1404
iter,701,3606,1404
iter,701,3126,1404
iter,701,3044,1404
iter,701,3142,1404
iter,701,3168,1404
iter,701,3229,1404
iter,701,3239,1404
iter,721,3387,1444
iter,721,3120,1444
iter,721,3167,1444
iter,721,3154,1444
iter,721,3287,1444
iter,721,3027,1444
iter,721,3130,1444
iter,721,3135,1444
iter,721,3087,1444
iter,721,3124,1444
iter,721,3011,1444
iter,721,3143,1444
iter,721,3113,1444
iter,721,3136,1444
iter,721,3031,1444
iter,721,3434,1444
iter,721,3112,1444
iter,721,3230,1444
iter,721,3106,1444
iter,721,3028,1444
iter,721,3056,1444
iter,721,2991,1444
iter,721,3071,1444
iter,721,3092,1444
iter,721,3011,1444
iter,721,3110,1444
iter,721,2974,1444
iter,721,3068,1444
iter,721,3076,1444
iter,721,3989,1444
iter,721,3892,1444
iter,721,3261,1444
iter,721,3015,1444
iter,721,3099,1444
iter,721,3190,1444
iter,721,3115,1444
iter,721,3026,1444
iter,721,3357,1444
iter,721,2899,1444
iter,721,3035,1444
iter,721,3257,1444
iter,721,4401,1444
iter,721,3265,1444
iter,721,3250,1444
iter,721,3322,1444
iter,721,3421,1444
iter,721,3244,1444
iter,721,3572,1444
iter,721,3414,1444
iter,721,3647,1444
iter,721,3273,1444
iter,721,3242,1444
iter,721,4182,1444
iter,721,3989,1444
iter,721,3296,1444
iter,721,3549,1444
iter,721,3453,1444
iter,721,3154,1444
iter,721,3102,1444
iter,721,3199,1444
iter,721,3238,1444
iter,721,3403,1444
iter,721,3358,1444
iter,721,4280,1444
iter,721,3450,1444
iter,721,3157,1444
iter,721,3413,1444
iter,721,3240,1444
iter,721,3486,1444
iter,721,3196,1444
iter,721,3081,1444
iter,721,2933,1444
iter,721,3018,1444
iter,721,3092,1444
iter,721,3059,1444
iter,721,2994,1444
iter,721,3287,1444
iter,721,3005,1444
iter,721,3038,1444
iter,721,2991,1444
iter,721,3180,1444
iter,721,3097,1444
iter,721,3980,1444
iter,721,3275,1444
iter,721,3064,1444
iter,721,3073,1444
iter,721,3143,1444
iter,721,19431,1444
iter,721,3541,1444
iter,721,3849,1444
iter,721,3803,1444
iter,721,3370,1444
iter,721,3164,1444
iter,721,3189,1444
iter,721,3061,1444
iter,721,3204,1444
iter,721,3171,1444
iter,721,3108,1444
iter,721,3185,1444
iter,721,3110,1444
iter,741,3884,1484
iter,741,3159,1484
iter,741,3376,1484
iter,741,3122,1484
iter,741,3560,1484
iter,741,3257,1484
iter,741,3240,1484
iter,741,3062,1484
iter,741,3509,1484
iter,741,3200,1484
iter,741,3113,1484
iter,741,4118,1484
iter,741,3742,1484
iter,741,3287,1484
iter,741,3250,1484
iter,741,3208,1484
iter,741,3212,1484
iter,741,3129,1484
iter,741,3889,1484
iter,741,3464,1484
iter,741,3166,1484
iter,741,3412,1484
iter,741,3055,1484
iter,741,3027,1484
iter,741,3327,1484
iter,741,3486,1484
iter,741,2984,1484
iter,741,4837,1484
iter,741,3136,1484
iter,741,3126,1484
iter,741,3026,1484
iter,741,2963,1484
iter,741,3296,1484
iter,741,2973,1484
iter,741,3454,1484
iter,741,3259,1484
iter,741,3220,1484
iter,741,3195,1484
iter,741,3256,1484
iter,741,3169,1484
iter,741,3188,1484
iter,741,3268,1484
iter,741,3231,1484
iter,741,3249,1484
iter,741,3148,1484
iter,741,3197,1484
iter,741,3012,1484
iter,741,3157,1484
iter,741,3181,1484
iter,741,3168,1484
iter,741,4534,1484
iter,741,3197,1484
iter,741,3049,1484
iter,741,3186,1484
iter,741,2953,1484
iter,741,3257,1484
iter,741,3122,1484
iter,741,2960,1484
iter,741,3283,1484
iter,741,3084,1484
iter,741,3467,1484
iter,741,3243,1484
iter,741,3236,1484
iter,741,3094,1484
iter,741,3212,1484
iter,741,3232,1484
iter,741,3478,1484
iter,741,3120,1484
iter,741,3102,1484
iter,741,3127,1484
iter,741,2967,1484
iter,741,3075,1484
iter,741,3177,1484
iter,741,3296,1484
iter,741,3822,1484
iter,741,3404,1484
iter,741,3322,1484
iter,741,3150,1484
iter,741,3352,1484
iter,741,3455,1484
iter,741,3284,1484
iter,741,3366,1484
iter,741,3065,1484
iter,741,3402,1484
iter,741,3297,1484
iter,741,2964,1484
iter,741,3276,1484
iter,741,3121,1484
iter,741,3077,1484
iter,741,3263,1484
iter,741,3082,1484
iter,741,3032,1484
iter,741,3057,1484
iter,741,3229,1484
iter,741,3014,1484
iter,741,3242,1484
iter,741,3336,1484
iter,741,3217,1484
iter,741,3525,1484
iter,741,3149,1484
iter,761,3586,1524
iter,761,3299,1524
iter,761,3137,1524
iter,761,3345,1524
iter,761,2986,1524
iter,761,3311,1524
iter,761,3894,1524
iter,761,3129,1524
iter,761,3104,1524
iter,761,3119,1524
iter,761,3388,1524
iter,761,3463,1524
iter,761,4133,1524
iter,761,3872,1524
iter,761,3391,1524
iter,761,3730,1524
iter,761,3198,1524
iter,761,3355,1524
iter,761,3286,1524
iter,761,3386,1524
iter,761,3071,1524
iter,761,3010,1524
iter,761,3314,1524
iter,761,3229,1524
iter,761,3304,1524
iter,761,3227,1524
iter,761,3205,1524
iter,761,3361,1524
iter,761,3285,1524
iter,761,3334,1524
iter,761,3272,1524
iter,761,3053,1524
iter,761,20689,1524
iter,761,3129,1524
iter,761,3121,1524
iter,761,3075,1524
iter,761,3146,1524
iter,761,3358,1524
iter,761,3105,1524
iter,761,3324,1524
iter,761,3254,1524
iter,761,3292,1524
iter,761,3114,1524
iter,761,3343,1524
iter,761,3081,1524
iter,761,3301,1524
iter,761,3049,1524
iter,761,3247,1524
iter,761,3290,1524
iter,761,3438,1524
iter,761,3396,1524
iter,761,3141,1524
iter,761,3574,1524
iter,761,3219,1524
iter,761,3148,1524
iter,761,3715,1524
iter,761,3243,1524
iter,761,3349,1524
iter,761,3212,1524
iter,761,3228,1524
iter,761,3408,1524
iter,761,3240,1524
iter,761,3362,1524
iter,761,3229,1524
iter,761,3126,1524
iter,761,3152,1524
iter,761,3284,1524
iter,761,3283,1524
iter,761,3041,1524
iter,761,3156,1524
iter,761,3181,1524
iter,761,4822,1524
iter,761,3425,1524
iter,761,3278,1524
iter,761,3271,1524
iter,761,3240,1524
iter,761,3284,1524
iter,761,3309,1524
iter,761,3055,1524
iter,761,3313,1524
iter,761,3137,1524
iter,761,3211,1524
iter,761,3217,1524
iter,761,3279,1524
iter,761,3293,1524
iter,761,15810,1524
iter,761,3108,1524
iter,761,3563,1524
iter,761,3325,1524
iter,761,3137,1524
iter,761,3256,1524
iter,761,3285,1524
iter,761,3301,1524
iter,761,3352,1524
iter,761,3497,1524
iter,761,3531,1524
iter,761,3339,1524
iter,761,3206,1524
iter,761,3309,1524
iter,761,3120,1524
iter,781,3477,1564
iter,781,3068,1564
iter,781,4118,1564
iter,781,3606,1564
iter,781,3332,1564
iter,781,3313,1564
iter,781,3259,1564
iter,781,3282,1564
iter,781,3290,1564
iter,781,3286,1564
iter,781,3336,1564
iter,781,3174,1564
iter,781,3248,1564
iter,781,3256,1564
iter,781,3324,1564
iter,781,3651,1564
iter,781,3235,1564
iter,781,3098,1564
iter,781,3226,1564
iter,781,3301,1564
iter,781,3221,1564
iter,781,3135,1564
iter,781,3235,1564
iter,781,3331,1564
iter,781,3125,1564
iter,781,3409,1564
iter,781,3554,1564
iter,781,3323,1564
iter,781,3635,1564
iter,781,3361,1564
iter,781,3274,1564
iter,781,3282,1564
iter,781,3303,1564
iter,781,3188,1564
iter,781,3327,1564
iter,781,3353,1564
iter,781,3415,1564
iter,781,3348,1564
iter,781,3536,1564
iter,781,3135,1564
iter,781,3372,1564
iter,781,3203,1564
iter,781,3314,1564
iter,781,3191,1564
iter,781,3546,1564
iter,781,3457,1564
iter,781,3274,1564
iter,781,3237,1564
iter,781,3225,1564
iter,781,3156,1564
iter,781,3195,1564
iter,781,4322,1564
iter,781,3988,1564
iter,781,3280,1564
iter,781,3284,1564
iter,781,3391,1564
iter,781,3968,1564
iter,781,3298,1564
iter,781,3207,1564
iter,781,3360,1564
iter,781,3141,1564
iter,781,3385,1564
iter,781,3316,1564
iter,781,3319,1564
iter,781,3405,1564
iter,781,3365,1564
iter,781,3482,1564
iter,781,3641,1564
iter,781,3551,1564
iter,781,3868,1564
iter,781,3259,1564
iter,781,3308,1564
iter,781,3203,1564
iter,781,3240,1564
iter,781,3286,1564
iter,781,3338,1564
iter,781,3182,1564
iter,781,3445,1564
iter,781,3575,1564
iter,781,3340,1564
iter,781,3150,1564
iter,781,3303,1564
iter,781,3585,1564
iter,781,3142,1564
iter,781,3703,1564
iter,781,3281,1564
iter,781,3242,1564
iter,781,3209,1564
iter,781,3169,1564
iter,781,3191,1564
iter,781,16125,1564
iter,781,3233,1564
iter,781,3329,1564
iter,781,3231,1564
iter,781,3249,1564
iter,781,3282,1564
iter,781,3167,1564
iter,781,3270,1564
iter,781,3297,1564
iter,781,3433,1564
iter,801,3227,1604
iter,801,3390,1604
iter,801,3731,1604
iter,801,3373,1604
iter,801,3338,1604
iter,801,3377,1604
iter,801,3148,1604
iter,801,3281,1604
iter,801,3349,1604
iter,801,3266,1604
iter,801,3148,1604
iter,801,3370,1604
iter,801,3239,1604
iter,801,3462,1604
iter,801,4108,1604
iter,801,3533,1604
iter,801,3505,1604
iter,801,3120,1604
iter,801,3334,1604
iter,801,3240,1604
iter,801,3147,1604
iter,801,3237,1604
iter,801,3098,1604
iter,801,3282,1604
iter,801,3166,1604
iter,801,3512,1604
iter,801,3125,1604
iter,801,3282,1604
iter,801,3184,1604
iter,801,3290,1604
iter,801,3956,1604
iter,801,3223,1604
iter,801,3119,1604
iter,801,3484,1604
iter,801,3318,1604
iter,801,3132,1604
iter,801,3123,1604
iter,801,3123,1604
iter,801,3395,1604
iter,801,3349,1604
iter,801,3360,1604
iter,801,3182,1604
iter,801,3361,1604
iter,801,3414,1604
iter,801,3414,1604
iter,801,3507,1604
iter,801,3336,1604
iter,801,3319,1604
iter,801,3318,1604
iter,801,3418,1604
iter,801,3273,1604
iter,801,3353,1604
iter,801,3665,1604
iter,801,3898,1604
iter,801,3360,1604
iter,801,3285,1604
iter,801,3537,1604
iter,801,3243,1604
iter,801,3244,1604
iter,801,4315,1604
iter,801,3493,1604
iter,801,3386,1604
iter,801,3803,1604
iter,801,3459,1604
iter,801,3456,1604
iter,801,3401,1604
iter,801,3311,1604
iter,801,3642,1604
iter,801,3740,1604
iter,801,3733,1604
iter,801,3438,1604
iter,801,3677,1604
iter,801,3181,1604
iter,801,3659,1604
iter,801,3666,1604
iter,801,3407,1604
iter,801,3272,1604
iter,801,3995,1604
iter,801,3561,1604
iter,801,3452,1604
iter,801,4270,1604
iter,801,3752,1604
iter,801,3542,1604
iter,801,3216,1604
iter,801,3126,1604
iter,801,3524,1604
iter,801,3474,1604
iter,801,3467,1604
iter,801,3378,1604
iter,801,3244,1604
iter,801,3251,1604
iter,801,3150,1604
iter,801,3232,1604
iter,801,3727,1604
iter,801,3266,1604
iter,801,3203,1604
iter,801,3229,1604
iter,801,3369,1604
iter,801,3102,1604
iter,801,3114,1604
iter,821,3370,1644
iter,821,3399,1644
iter,821,5001,1644
iter,821,3429,1644
iter,821,3724,1644
iter,821,3469,1644
iter,821,3753,1644
iter,821,3155,1644
iter,821,3370,1644
iter,821,3242,1644
iter,821,3401,1644
iter,821,3316,1644
iter,821,3200,1644
iter,821,3328,1644
iter,821,3414,1644
iter,821,3169,1644
iter,821,3423,1644
iter,821,3437,1644
iter,821,3421,1644
iter,821,3455,1644
iter,821,3735,1644
iter,821,3295,1644
iter,821,3183,1644
iter,821,3400,1644
iter,821,3303,1644
iter,821,3296,1644
iter,821,3238,1644
iter,821,3163,1644
iter,821,3744,1644
iter,821,3375,1644
iter,821,3159,1644
iter,821,3148,1644
iter,821,3348,1644
iter,821,3421,1644
iter,821,3601,1644
iter,821,3350,1644
iter,821,3281,1644
iter,821,3223,1644
iter,821,3246,1644
iter,821,3453,1644
iter,821,3164,1644
iter,821,3445,1644
iter,821,3335,1644
iter,821,3202,1644
iter,821,3389,1644
iter,821,3505,1644
iter,821,3382,1644
iter,821,3324,1644
iter,821,3537,1644
iter,821,3420,1644
iter,821,3238,1644
iter,821,3464,1644
iter,821,3401,1644
iter,821,3350,1644
iter,821,3377,1644
iter,821,3582,1644
iter,821,3709,1644
iter,821,3545,1644
iter,821,3390,1644
iter,821,3458,1644
iter,821,3384,1644
iter,821,3243,1644
iter,821,15842,1644
iter,821,3463,1644
iter,821,3879,1644
iter,821,3360,1644
iter,821,3380,1644
iter,821,3702,1644
iter,821,3374,1644
iter,821,3420,1644
iter,821,3388,1644
iter,821,3167,1644
iter,821,3215,1644
iter,821,3296,1644
iter,821,3257,1644
iter,821,3156,1644
iter,821,3638,1644
iter,821,3466,1644
iter,821,3327,1644
iter,821,3536,1644
iter,821,3379,1644
iter,821,3224,1644
iter,821,3404,1644
iter,821,3296,1644
iter,821,3351,1644
iter,821,3253,1644
iter,821,3088,1644
iter,821,3316,1644
iter,821,3576,1644
iter,821,3334,1644
iter,821,3426,1644
iter,821,3278,1644
iter,821,3349,1644
iter,821,3239,1644
iter,821,3192,1644
iter,821,3264,1644
iter,821,3267,1644
iter,821,3526,1644
iter,821,3157,1644
iter,821,3135,1644
iter,841,3491,1684
iter,841,3785,1684
iter,841,3243,1684
iter,841,3393,1684
iter,841,3482,1684
iter,841,3509,1684
iter,841,3379,1684
iter,841,3192,1684
iter,841,3262,1684
iter,841,3274,1684
iter,841,17644,1684
iter,841,4578,1684
iter,841,3302,1684
iter,841,3245,1684
iter,841,3631,1684
iter,841,3272,1684
iter,841,3199,1684
iter,841,3485,1684
iter,841,3457,1684
iter,841,3382,1684
iter,841,3547,1684
iter,841,3400,1684
iter,841,3665,1684
iter,841,3321,1684
iter,841,3360,1684
iter,841,3469,1684
iter,841,3257,1684
iter,841,3268,1684
iter,841,3207,1684
iter,841,3897,1684
iter,841,3205,1684
iter,841,3426,1684
iter,841,3900,1684
iter,841,3811,1684
iter,841,3415,1684
iter,841,3476,1684
iter,841,3441,1684
iter,841,3158,1684
iter,841,3307,1684
iter,841,3447,1684
iter,841,3376,1684
iter,841,3523,1684
iter,841,3272,1684
iter,841,3416,1684
iter,841,3290,1684
iter,841,3249,1684
iter,841,3206,1684
iter,841,3297,1684
iter,841,3460,1684
iter,841,3441,1684
iter,841,3293,1684
iter,841,3550,1684
iter,841,3400,1684
iter,841,3525,1684
iter,841,3407,1684
iter,841,3465,1684
iter,841,3534,1684
iter,841,3370,1684
iter,841,10735,1684
iter,841,3516,1684
iter,841,3271,1684
iter,841,3337,1684
iter,841,3214,1684
iter,841,3628,1684
iter,841,3730,1684
iter,841,3502,1684
iter,841,3471,1684
iter,841,3525,1684
iter,841,3414,1684
iter,841,4734,1684
iter,841,3392,1684
iter,841,3542,1684
iter,841,4022,1684
iter,841,5385,1684
iter,841,3548,1684
iter,841,3219,1684
iter,841,3237,1684
iter,841,3191,1684
iter,841,3693,1684
iter,841,3834,1684
iter,841,3486,1684
iter,841,3376,1684
iter,841,3454,1684
iter,841,4563,1684
iter,841,4544,1684
iter,841,4027,1684
iter,841,21120,1684
iter,841,3810,1684
iter,841,3459,1684
iter,841,3556,1684
iter,841,3278,1684
iter,841,3807,1684
iter,841,3144,1684
iter,841,3989,1684
iter,841,3428,1684
iter,841,3302,1684
iter,841,3464,1684
iter,841,3469,1684
iter,841,3376,1684
iter,841,3337,1684
iter,861,3556,1724
iter,861,3346,1724
iter,861,3818,1724
iter,861,3552,1724
iter,861,3531,1724
iter,861,3455,1724
iter,861,3471,1724
iter,861,3697,1724
iter,861,3836,1724
iter,861,3248,1724
iter,861,3286,1724
iter,861,3345,1724
iter,861,3411,1724
iter,861,3331,1724
iter,861,3693,1724
iter,861,3371,1724
iter,861,3316,1724
iter,861,3463,1724
iter,861,3489,1724
iter,861,3378,1724
iter,861,3354,1724
iter,861,3460,1724
iter,861,3464,1724
iter,861,3312,1724
iter,861,3461,1724
iter,861,3279,1724
iter,861,3448,1724
iter,861,3554,1724
iter,861,3237,1724
iter,861,3364,1724
iter,861,3512,1724
iter,861,3359,1724
iter,861,3452,1724
iter,861,4419,1724
iter,861,4147,1724
iter,861,3583,1724
iter,861,3313,1724
iter,861,3427,1724
iter,861,3264,1724
iter,861,3517,1724
iter,861,3498,1724
iter,861,3466,1724
iter,861,4146,1724
iter,861,3293,1724
iter,861,3390,1724
iter,861,3438,1724
iter,861,3518,1724
iter,861,3440,1724
iter,861,3603,1724
iter,861,3106,1724
iter,861,3452,1724
iter,861,3415,1724
iter,861,3419,1724
iter,861,3422,1724
iter,861,4740,1724
iter,861,3269,1724
iter,861,3294,1724
iter,861,3473,1724
iter,861,3301,1724
iter,861,3214,1724
iter,861,3358,1724
iter,861,3610,1724
iter,861,3538,1724
iter,861,3410,1724
iter,861,3318,1724
iter,861,3602,1724
iter,861,3387,1724
iter,861,3234,1724
iter,861,3275,1724
iter,861,4977,1724
iter,861,3491,1724
iter,861,3355,1724
iter,861,3589,1724
iter,861,3237,1724
iter,861,3226,1724
iter,861,3350,1724
iter,861,3296,1724
iter,861,3571,1724
iter,861,3149,1724
iter,861,3654,1724
iter,861,3460,1724
iter,861,3405,1724
iter,861,3436,1724
iter,861,3492,1724
iter,861,3454,1724
iter,861,3248,1724
iter,861,3270,1724
iter,861,3420,1724
iter,861,3536,1724
iter,861,3333,1724
iter,861,3373,1724
iter,861,3470,1724
iter,861,3385,1724
iter,861,3171,1724
iter,861,3491,1724
iter,861,4026,1724
iter,861,3678,1724
iter,861,3377,1724
iter,861,3735,1724
iter,861,4352,1724
iter,881,3543,1764
iter,881,3505,1764
iter,881,3445,1764
iter,881,3512,1764
iter,881,3365,1764
iter,881,3711,1764
iter,881,3484,1764
iter,881,21311,1764
iter,881,4249,1764
iter,881,4033,1764
iter,881,3357,1764
iter,881,3888,1764
iter,881,3510,1764
iter,881,3456,1764
iter,881,3322,1764
iter,881,3405,1764
iter,881,3547,1764
iter,881,3456,1764
iter,881,3188,1764
iter,881,3312,1764
iter,881,3645,1764
iter,881,3459,1764
iter,881,3519,1764
iter,881,3501,1764
iter,881,3529,1764
iter,881,3386,1764
iter,881,3514,1764
iter,881,3560,1764
iter,881,3550,1764
iter,881,3589,1764
iter,881,3378,1764
iter,881,3569,1764
iter,881,3830,1764
iter,881,3608,1764
iter,881,3438,1764
iter,881,3424,1764
iter,881,3601,1764
iter,881,3555,1764
iter,881,3278,1764
iter,881,3391,1764
iter,881,4644,1764
iter,881,3652,1764
iter,881,3662,1764
iter,881,3746,1764
iter,881,3680,1764
iter,881,3687,1764
iter,881,4060,1764
iter,881,3634,1764
iter,881,4040,1764
iter,881,4370,1764
iter,881,3809,1764
iter,881,3587,1764
iter,881,3486,1764
iter,881,3722,1764
iter,881,3467,1764
iter,881,4210,1764
iter,881,3962,1764
iter,881,3624,1764
iter,881,3321,1764
iter,881,3347,1764
iter,881,3572,1764
iter,881,3240,1764
iter,881,3282,1764
iter,881,3352,1764
iter,881,3239,1764
iter,881,3314,1764
iter,881,3317,1764
iter,881,3476,1764
iter,881,3750,1764
iter,881,3735,1764
iter,881,3692,1764
iter,881,3467,1764
iter,881,3466,1764
iter,881,3290,1764
iter,881,3375,1764
iter,881,3305,1764
iter,881,3191,1764
iter,881,3449,1764
iter,881,3373,1764
iter,881,3287,1764
iter,881,3374,1764
iter,881,3709,1764
iter,881,3303,1764
iter,881,3577,1764
iter,881,16135,1764
iter,881,3371,1764
iter,881,3289,1764
iter,881,3486,1764
iter,881,3332,1764
iter,881,3668,1764
iter,881,3319,1764
iter,881,3720,1764
iter,881,3233,1764
iter,881,3636,1764
iter,881,3546,1764
iter,881,3732,1764
iter,881,3258,1764
iter,881,3403,1764
iter,881,3475,1764
iter,881,16323,1764
iter,901,4346,1804
iter,901,3508,1804
iter,901,3302,1804
iter,901,3315,1804
iter,901,3319,1804
iter,901,3351,1804
iter,901,3620,1804
iter,901,3922,1804
iter,901,3428,1804
iter,901,3384,1804
iter,901,3456,1804
iter,901,3602,1804
iter,901,3309,1804
iter,901,3355,1804
iter,901,3705,1804
iter,901,3434,1804
iter,901,3349,1804
iter,901,3379,1804
iter,901,3398,1804
iter,901,3378,1804
iter,901,3381,1804
iter,901,3595,1804
iter,901,3440,1804
iter,901,3299,1804
iter,901,3308,1804
iter,901,16026,1804
iter,901,3418,1804
iter,901,3322,1804
iter,901,3307,1804
iter,901,3716,1804
iter,901,3462,1804
iter,901,3398,1804
iter,901,3369,1804
iter,901,3365,1804
iter,901,3373,1804
iter,901,3778,1804
iter,901,3569,1804
iter,901,3382,1804
iter,901,3710,1804
iter,901,3987,1804
iter,901,3390,1804
iter,901,3882,1804
iter,901,21170,1804
iter,901,3564,1804
iter,901,3437,1804
iter,901,3619,1804
iter,901,3488,1804
iter,901,3837,1804
iter,901,3840,1804
iter,901,3614,1804
iter,901,3517,1804
iter,901,3613,1804
iter,901,3575,1804
iter,901,3572,1804
iter,901,3568,1804
iter,901,3433,1804
iter,901,3458,1804
iter,901,3495,1804
iter,901,3459,1804
iter,901,3505,1804
iter,901,3452,1804
iter,901,3712,1804
iter,901,3697,1804
iter,901,3550,1804
iter,901,3469,1804
iter,901,3462,1804
iter,901,3846,1804
iter,901,3419,1804
iter,901,3439,1804
iter,901,3226,1804
iter,901,3573,1804
iter,901,3290,1804
iter,901,3434,1804
iter,901,3406,1804
iter,901,3484,1804
iter,901,4010,1804
iter,901,3450,1804
iter,901,3757,1804
iter,901,3525,1804
iter,901,3504,1804
iter,901,3828,1804
iter,901,3669,1804
iter,901,3493,1804
iter,901,3429,1804
iter,901,18690,1804
iter,901,3562,1804
iter,901,3478,1804
iter,901,3558,1804
iter,901,3505,1804
iter,901,3487,1804
iter,901,3274,1804
iter,901,3909,1804
iter,901,3615,1804
iter,901,3513,1804
iter,901,3516,1804
iter,901,3620,1804
iter,901,3460,1804
iter,901,3357,1804
iter,901,3195,1804
iter,901,3514,1804
iter,921,3517,1844
iter,921,3560,1844
iter,921,3402,1844
iter,921,3663,1844
iter,921,3426,1844
iter,921,3489,1844
iter,921,3698,1844
iter,921,3708,1844
iter,921,3351,1844
iter,921,3650,1844
iter,921,3706,1844
iter,921,3727,1844
iter,921,3560,1844
iter,921,3551,1844
iter,921,3662,1844
iter,921,3353,1844
iter,921,3452,1844
iter,921,3659,1844
iter,921,3271,1844
iter,921,3244,1844
iter,921,3548,1844
iter,921,3343,1844
iter,921,3540,1844
iter,921,3746,1844
iter,921,3687,1844
iter,921,3653,1844
iter,921,4403,1844
iter,921,4194,1844
iter,921,3458,1844
iter,921,3377,1844
iter,921,3465,1844
iter,921,3309,1844
iter,921,3662,1844
iter,921,3309,1844
iter,921,3617,1844
iter,921,3585,1844
iter,921,3898,1844
iter,921,3818,1844
iter,921,3508,1844
iter,921,3501,1844
iter,921,3378,1844
iter,921,3444,1844
iter,921,3587,1844
iter,921,3404,1844
iter,921,3508,1844
iter,921,3506,1844
iter,921,3472,1844
iter,921,3393,1844
iter,921,3695,1844
iter,921,3676,1844
iter,921,3604,1844
iter,921,4171,1844
iter,921,3747,1844
iter,921,3654,1844
iter,921,3493,1844
iter,921,3419,1844
iter,921,3671,1844
iter,921,3377,1844
iter,921,3447,1844
iter,921,3474,1844
iter,921,3572,1844
iter,921,3673,1844
iter,921,3633,1844
iter,921,3532,1844
iter,921,3633,1844
iter,921,3578,1844
iter,921,3397,1844
iter,921,3371,1844
iter,921,3917,1844
iter,921,3596,1844
iter,921,3688,1844
iter,921,3387,1844
iter,921,3396,1844
iter,921,3349,1844
iter,921,3564,1844
iter,921,3594,1844
iter,921,3554,1844
iter,921,3376,1844
iter,921,3685,1844
iter,921,3525,1844
iter,921,3284,1844
iter,921,3290,1844
iter,921,3365,1844
iter,921,3427,1844
iter,921,3650,1844
iter,921,3918,1844
iter,921,3811,1844
iter,921,3585,1844
iter,921,3632,1844
iter,921,3659,1844
iter,921,3552,1844
iter,921,3490,1844
iter,921,3582,1844
iter,921,3389,1844
iter,921,3334,1844
iter,921,3394,1844
iter,921,3787,1844
iter,921,3332,1844
iter,921,3571,1844
iter,921,3327,1844
iter,941,4486,1884
iter,941,3711,1884
iter,941,3824,1884
iter,941,4224,1884
iter,941,3627,1884
iter,941,3684,1884
iter,941,3536,1884
iter,941,3499,1884
iter,941,3556,1884
iter,941,3473,1884
iter,941,3696,1884
iter,941,3442,1884
iter,941,3603,1884
iter,941,3575,1884
iter,941,3517,1884
iter,941,3503,1884
iter,941,3602,1884
iter,941,3650,1884
iter,941,3679,1884
iter,941,3474,1884
iter,941,3456,1884
iter,941,3282,1884
iter,941,3558,1884
iter,941,3374,1884
iter,941,3418,1884
iter,941,3496,1884
iter,941,3556,1884
iter,941,3522,1884
iter,941,3334,1884
iter,941,3884,1884
iter,941,3709,1884
iter,941,3685,1884
iter,941,3575,1884
iter,941,3615,1884
iter,941,3417,1884
iter,941,3495,1884
iter,941,3363,1884
iter,941,3719,1884
iter,941,3586,1884
iter,941,3678,1884
iter,941,3917,1884
iter,941,3510,1884
iter,941,3546,1884
iter,941,3378,1884
iter,941,3539,1884
iter,941,3457,1884
iter,941,3835,1884
iter,941,3844,1884
iter,941,3547,1884
iter,941,3767,1884
iter,941,3542,1884
iter,941,3745,1884
iter,941,3408,1884
iter,941,3613,1884
iter,941,3584,1884
iter,941,3616,1884
iter,941,3526,1884
iter,941,3629,1884
iter,941,3491,1884
iter,941,3539,1884
iter,941,3560,1884
iter,941,3573,1884
iter,941,3523,1884
iter,941,4864,1884
iter,941,4290,1884
iter,941,17404,1884
iter,941,3539,1884
iter,941,3295,1884
iter,941,4292,1884
iter,941,3710,1884
iter,941,4117,1884
iter,941,3629,1884
iter,941,3684,1884
iter,941,3646,1884
iter,941,3481,1884
iter,941,3676,1884
iter,941,3485,1884
iter,941,3490,1884
iter,941,5285,1884
iter,941,3872,1884
iter,941,3550,1884
iter,941,3771,1884
iter,941,3652,1884
iter,941,3854,1884
iter,941,3594,1884
iter,941,3511,1884
iter,941,3574,1884
iter,941,3579,1884
iter,941,3644,1884
iter,941,3531,1884
iter,941,3612,1884
iter,941,3357,1884
iter,941,3846,1884
